date,day_start_ts_s,price_open_usd,price_high_usd,price_low_usd,price_close_usd,market_cap_close_usd,volume_24h_close_usd
2025-02-08,1738972800.0,2623.4507017824767,2647.803584137933,2603.0367319483175,2629.7358892612415,316997951865.92456,18106055445.574203
2025-02-09,1739059200.0,2632.8061542992345,2673.838966432587,2561.706995041929,2619.0589452432578,315923183857.4687,15851107894.01171
2025-02-10,1739145600.0,2630.43718668343,2683.5234419415506,2573.9855171847544,2657.362498091921,320212897762.65356,19546965232.687428
2025-02-11,1739232000.0,2661.987092225292,2721.6603145263043,2589.7668506478694,2593.033463391389,312144199658.54755,20608755078.15961
2025-02-12,1739318400.0,2602.9232019735637,2749.9292808106525,2588.090435703554,2749.9292808106525,330952366798.5616,23752739721.983093
2025-02-13,1739404800.0,2737.1990303880543,2750.74242473475,2625.751263570844,2669.189092830931,321732151659.5541,19904972270.020424
2025-02-14,1739491200.0,2676.721288040328,2776.0865325858313,2676.721288040328,2718.118545116057,326894941170.9292,16976494784.06053
2025-02-15,1739577600.0,2725.8914087575517,2730.023682856385,2684.9437939273357,2694.2773860595053,324543594363.55743,8918059559.690315
2025-02-16,1739664000.0,2693.504460069912,2712.042564205364,2672.500627558901,2678.418721128294,322895260348.01794,8648054667.834927
2025-02-17,1739750400.0,2661.1506687369165,2819.308504706719,2661.1506687369165,2739.598505943322,330403836030.3553,24959600880.897274
2025-02-18,1739836800.0,2743.350423263979,2743.350423263979,2614.585404659109,2655.5774831551594,320156199973.4627,24083452415.056393
2025-02-19,1739923200.0,2671.6886402260684,2727.3719383598755,2665.5338184564803,2724.4404602628556,328431136202.061,13180341536.233532
2025-02-20,1740009600.0,2716.069354832059,2753.9871867989614,2713.405722225281,2730.8512464961154,329166357475.54767,14693283742.094376
2025-02-21,1740096000.0,2739.7255611178352,2831.8947068740554,2629.0369463355687,2642.874510659083,318848720989.2873,32258664445.932087
2025-02-22,1740182400.0,2658.3470942919384,2789.469332751865,2658.3470942919384,2767.694619638005,333855143227.0513,17570166810.61505
2025-02-23,1740268800.0,2762.9669006002723,2825.603410632093,2751.763293505409,2805.8296064416545,338489662990.9623,19539211726.55174
